REQ_NO,REQ_TYPE,CORP_NO,ERP_NUMBER,DESCRIPTOR,PART_NUMBER,PROPERTY_TERM,PROPERTY_VALUE,PROPERTY_UOM,PROP_FFT,DATA_TYPE,STATE,ORIGINATOR,BU_CDE,ORG_PLANT_CODE,ORG_PLANT_NAME,CREATE_DATE,UPDATED_BY,UPDATED_AT,ATTACHMENT,SHORT_FORMAT_DESCRIPTION,MATERIAL_TYPE,MATERIAL_GROUP,REVISION,USER_DETAIL,USER_PROFILE,DIVISION,PLANT,REQUEST_PLANT,REQUEST_DIVISION,MONTH,TASK_DURATION,SLA_DURATION,PURCHASE_ORDER_DESCRIPTION,ORIGINATING_DIVISION,PLANT_NAME,PLANT_GROUP,CATALOGUING_LEVEL
M-REQ-000119638,Creation Request,M000296387,742252,"BEARING, SLEEVE",NULL,OUTSIDE DIAMETER,400,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,52:30.1,Jabu Mchunu,01:30.2,NULL,BRG SLV:KNDBLR1-6PA13;SAFL DE;ID 165 MM,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"BEARING, SLEEVE: TYPE: SAFL DE; INSIDE DIAMETER: 165 MM; OUTSIDE DIAMETER: 400 MM; LENGTH: 216 MM; MATERIAL: CAST STEEL-LINED WITH WHITE METAL; OEM P/N: KNDBLR1-6PA13; DRAWING NO: FCZ313",GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000117514,Creation Request,M000295618,741483,"MODULE, ELECTRONIC",NULL,TYPE,THYRISTOR-THYRISTOR ITAV = 26A 1200V,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,31:45.3,Jabu Mchunu,54:22.8,NULL,"MOD, ELEC:220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: THYRISTOR-THYRISTOR ITAV = 26A 1200V; VOLTAGE: 220 V; MANUF P/N: 104020111-UPS 1-DT320877-L11-1110; SUB EAST ELEC - UPS 1 - 02 BRE10  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000118823,Creation Request,M000296250,742115,STRAINER,NULL,MESH,3/10' MM,NULL,NULL,CONTROLLED_CONCEPT,Completed,MOHAMED BHORAT,ESK,ESK,Eskom,55:30.1,MOHAMED BHORAT,50:14.2,DCF- STRAINER SA FURNCO.pdf,STRAINER:Y;BRS;800;3/10' MM;800,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"STRAINER: TYPE: Y; DIMENSIONS: DIA 15 X WD 22 X LG 59 X HT 40 MM; MATERIAL: BRASS; FILTERING RETENTION: 800; MESH: 3/10' MM; MICRON: 800; SUPPL P/N: 203; REFERENCE NO: DATA SHEET: REF 202-203-210; CONNECTION SIZE 1/2"" BSP ENDS FEMALE BSP, FILTER MATERIAL STAINLESS STEEL, MIN TEMP -10℃ MAX TEMP 120℃. MAX PRESSURE 16 BARS UP TO 2. MEDIUM GAS; MUST COME AS A COMPLETE UNIT, CARTRIDGE INCLUDED.",GENERATION,Majuba Power Station,COAL FLEET,4
M-REQ-000112935,Creation Request,M000292041,737906,"ISOLATOR, ELECTRICAL",NULL,SWITCHGEAR DESIGN,THREE COLUMN,NULL,NULL,CONTROLLED_CONCEPT,Completed,Louis Hattingh,ESK,ESK,Eskom,36:43.4,Louis Hattingh,50:25.0,NULL,"ISO:33 KV;2500 A;31,5 KA;M/O;0ES;110 V;3",PRIMARY ENERGY,P&S Plnt S/Gear,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,"ISOLATOR, ELECTRICAL: POTENTIAL: 33 KV; CURRENT: 2500 A; SHORT TIME CURRENT: 31,5 KA; OPERATION: M/O; EARTH SWITCH CONFIGURATION: 0ES; CONTROL VOLTAGE: 110 V; PHASE SPACING: 1200 MM; BASIC INSULATION LEVEL: 170 KV; CREEPAGE: 31 MM/KV; SWITCHGEAR DESIGN: THREE COLUMN; TYPE: DOUBLE SIDE BREAK; AUXILIARY SWITCH ARRANGEMENT: 7M; 7G; 7N; SPECIFICATION: 240-180000569; APPLICATION: ALL CIRCUITS; POLE: 3; FRAME: MEDIUM EQUIPMENT SUPPORT (MES) STEEL STRUCTURE",TRANSMISSION,Transmission,UNCATEGORISED,4
M-REQ-000112020,Creation Request,M000291751,737616,"CALLIPER, MICROMETER",NULL,GRADUATIONS,"+/-0,004MM",NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,GX,3380,Kusile Power Station,03:24.8,Jabu Mchunu,10:15.3,Material DCF - CALLIPER MICROMETER2.pdf,CALLIPER MCRMTR:DIGITAL;0 - 90 MM,NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Corporate (CX),NULL,NULL,NULL,-,NULL,NULL,"CALLIPER, MICROMETER: TYPE: DIGITAL; RANGE: 0 - 90 MM; GRADUATIONS: +/-0,004MM; IMPERICAL AND METRIC 
 BATTERY OPERATED",GENERATION,Kusile Power Station,COAL FLEET,4
M-REQ-000118672,Creation Request,M000296031,741896,BOLT,NULL,TYPE,HEXAGON HEAD THREADED BOLT,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,25:30.9,Jabu Mchunu,56:15.6,NULL,BOLT:HEXAGON HEAD THREADED BOLT;16 MM;SS,SPARE PARTS,GX Plnt T/bns,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,BOLT: TYPE: HEXAGON HEAD THREADED BOLT; DIAMETER: 16 MM; LENGTH: 70 MM; HEAD: HEXAGON; MATERIAL: STAINLESS STEEL; DRAWING NO: ISO 4014,GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000112020,Creation Request,M000291751,737616,"CALLIPER, MICROMETER",NULL,GRADUATIONS,"+/-0,004MM",NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,GX,3380,Kusile Power Station,03:24.8,Jabu Mchunu,10:15.3,Material DCF - CALLIPER MICROMETER2.pdf,CALLIPER MCRMTR:DIGITAL;0 - 90 MM,NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"CALLIPER, MICROMETER: TYPE: DIGITAL; RANGE: 0 - 90 MM; GRADUATIONS: +/-0,004MM; IMPERICAL AND METRIC 
 BATTERY OPERATED",GENERATION,Kusile Power Station,COAL FLEET,4
M-REQ-000112488,Creation Request,M000291938,737803,STUD,NULL,MATERIAL,STEEL,NULL,NULL,CONTROLLED_CONCEPT,Completed,Zwelethu Thabede,GX,3340,Grootvlei Power Station,09:19.7,Zwelethu Thabede,21:36.5,NULL,STUD:2460-028;EXPANSION;42 MM;M42;LG 175,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,STUD: TYPE: EXPANSION; DIAMETER: 42 MM; THREAD: M42; LENGTH: 175 MM; MATERIAL: STEEL; THREAD LENGTH: 72 MM; SPECIFICATION: 34CRMONI6V; OEM P/N: 2460-028,GENERATION,Grootvlei Power Station,COAL FLEET,4
M-REQ-000117685,Creation Request,M000295634,741499,"MODULE, ELECTRONIC",NULL,TYPE,LION-03,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,35:34.4,Jabu Mchunu,54:32.0,NULL,"MOD, ELEC:LION-03;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: LION-03; VOLTAGE: 220 V; MANUF P/N: 6911010003-UPS 2-DT320876-L12-1142; WEST COMPRESSOR BUILDING - UPS 2 - 01 BRF 20 - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000122220,Creation Request,M000297935,743800,"BEARING, SLEEVE",NULL,LENGTH,267,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,22:58.5,Jabu Mchunu,42:08.6,NULL,BRG SLV:KNDBLR1-6FD26;SAFL DE;ID 260 MM,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"BEARING, SLEEVE: TYPE: SAFL DE; INSIDE DIAMETER: 260 MM; OUTSIDE DIAMETER: 419 MM; LENGTH: 267 MM; MATERIAL: CAST STEEL-LINED WITH WHITE METAL; OEM P/N: KNDBLR1-6FD26; DRAWING NO: FCZ307",GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000118741,Creation Request,M000295942,741807,"SCREW, CAP",NULL,HEAD,HEXAGON SOCKET,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,29:31.1,Jabu Mchunu,56:07.6,NULL,SCREW CAP:12 MM;LG 45 MM;M12;ALLOY STEEL,SPARE PARTS,GX Plnt T/bns,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"SCREW, CAP: DIAMETER: 12 MM; LENGTH: 45 MM; THREAD: M12; HEAD: HEXAGON SOCKET; MATERIAL: ALLOY STEEL; GRADE: 12.9; DRAWING NO: ISO 4762",GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000108104,Creation Request,M000292837,738702,COOLER,NULL,TYPE,SHELL AND TUBE,NULL,NULL,CONTROLLED_CONCEPT,Completed,Matsobane Bonny Monametsi ,ESK,ESK,Eskom,09:11.2,Matsobane Bonny Monametsi ,20:23.5,181 HP Cooler complete.pdf,COOLER:38967/8/GH;SHELL AND TUBE;2315 MM,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,COOLER: TYPE: SHELL AND TUBE; DIMENSIONS: 2315 MM; RATING: 221 KW; OEM P/N: 38967/8/GH; 370 HP BWCP; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).,GENERATION,Arnot Power Station,COAL FLEET,4
M-REQ-000114020,Creation Request,M000292327,738192,"BLOCK, CONTACT",NULL,CONTACT ARRANGEMENT,3NO 1NC,NULL,NULL,CONTROLLED_CONCEPT,Completed,Yvette Apolles,GX,3400,Koeberg Power Station,43:48.1,Yvette Apolles,00:31.4,NSA BLOCK CONTACT.pdf,BLOCK CONTCT:AUXILIARY;660 V;3 ;3NO 1NC,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"BLOCK, CONTACT: TYPE: AUXILIARY; POTENTIAL: 660 V; CIRCUIT: 3 ; CONTACT ARRANGEMENT: 3NO 1NC; TERMINAL: SCREW; SUPPL P/N: LA1F311",GENERATION,Koeberg Power Station,NUCLEAR,4
M-REQ-000118163,Creation Request,M000295411,741276,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,47:09.0,Jabu Mchunu,51:12.1,NULL,"MOD, ELEC:CDCS-00;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: CDCS-00; VOLTAGE: 220 V; MANUF P/N: 6911130000-DUAL UPS 1-DT320876-L14-1720; K3 CPP - DUAL UPS 1 - 33 BRD 10  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000130315,Creation Request,M000300209,746074,"MODULE, ELECTRONIC",NULL,TYPE,EMIF-00,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,06:48.4,Jabu Mchunu,39:33.1,NULL,"MOD, ELEC:EMIF-00;400 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: EMIF-00; VOLTAGE: 400 V; MANUF P/N: 6911690000- UPS 2-DT582613-L15-1870; WATER TREATMENT BUILDING C&I 2 -  UPS 2 - 00 BRS 06 - 40KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000118309,Creation Request,M000295128,740993,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,50:15.4,Jabu Mchunu,39:33.9,NULL,"MOD, ELEC:TRANSFOMER;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: TRANSFOMER; VOLTAGE: 220 V; MANUF P/N: 5517010562-SINGLE UPS 1-DT320878-L14-1028; K4 AUXBAY  - SINGLE UPS 1 - 41 BRD 10  - 20KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000125759,Creation Request,M000299063,744928,BOLT,NULL,MATERIAL,4.6,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,25:29.0,Jabu Mchunu,43:26.3,NULL,BOLT:MDPBLR1-6AH138NN;NELSON;M16 MM;4.6,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,BOLT: TYPE: NELSON; DIAMETER: M16 MM; LENGTH: 50 MM; HEAD: HEXAGON; MATERIAL: 4.6; OEM P/N: MDPBLR1-6AH138NN; DRAWING NO: Z0085530,GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000121485,Creation Request,M000297487,743352,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,02:54.7,Jabu Mchunu,32:11.6,NULL,"MOD, ELEC:INCA2-00 AND INBB-00;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: INCA2-00 AND INBB-00; VOLTAGE: 220 V; MANUF P/N: 6911240000-6911380000-DUAL UPS 1-DT320876- L14-1026; K2 CPP - DUAL UPS 1 - 23 BRD 10  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000130502,Creation Request,M000300560,746425,BREATHER,NULL,DIMENSIONS,D250xLG500xTH 2,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Delano Adriaanse,ESK,ESK,Eskom,45:51.8,Delano Adriaanse,31:44.2,20240531110552.pdf,BREATHER:DIN 42562;PVC;D250xLG500xTH 2,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,BREATHER: TYPE: DIN 42562; MATERIAL: PVC; DIMENSIONS: D250xLG500xTH 2 MM; DEHYDRATING BREATHER FOR MAIN TANK TRANSFORMER; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).,GENERATION,Peaking,PEAKING,4
M-REQ-000116935,Creation Request,M000294650,740515,COLLAR,NULL,DIMENSIONS,ID 475 X OD 605,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Chris Wolfaardt,ERI,ERI,Eskom Rotek Industries,40:36.4,Chris Wolfaardt,11:27.3,26) OUTER YOKE COLLAR  KH.pdf,CLLR:ID 475 X OD 605 MM;CELLULOSE,SPARE PARTS,P&S Plnt TRF,NULL,System Process,NULL,Eskom Rotek Industries (ERI),NULL,NULL,NULL,-,NULL,NULL,COLLAR: DIMENSIONS: ID 475 X OD 605 MM; MATERIAL: CELLULOSE; TYPE: OUTER YOKE; HT 100 X THK 2 X RAD 10MM (OUTER),ERI,Eskom Rotek Industries,CORPORATE,4
M-REQ-000127929,Creation Request,M000299347,745212,"SIGN, SAFETY",NULL,SHAPE,SQUARE,NULL,NULL,CONTROLLED_CONCEPT,Completed,Louis Hattingh,ESK,ESK,Eskom,26:06.7,Louis Hattingh,53:38.8,NULL,SIGN SFTY:LIVE APPARATUS;WARNING;SQUARE,NON-STOCK MATERIAL,T/S MRO Sgn & Lbl,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,"SIGN, SAFETY: DISPLAY: LIVE APPARATUS; TYPE: WARNING; DIMENSIONS: WD 290 X LG 290 X THK 3 MM; MATERIAL: ALUMINIUM; COLOR: WHITE; BLACK; YELLOW; SHAPE: SQUARE; INSCRIPTION COLOR: BLACK; COMPOSITE; WHITE S/S (0.3MM SKIN); YELLOW TRIANGLE WITH BLACK BORDER AND BLACK FLASH IN CENTRE OF YELLOW TRIANGLE",UNCATEGORISED,Western Region,DISTRIBUTION,4
M-REQ-000118225,Creation Request,M000295175,741040,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,48:27.2,Jabu Mchunu,39:58.1,NULL,"MOD, ELEC:EMIF-00;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: EMIF-00; VOLTAGE: 220 V; MANUF P/N: 6911690000-DUAL UPS 1-DT320876-L12-2003; K3 FGD - DUAL UPS 1 - 34 BRD 10 - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000111578,Creation Request,M000291584,737449,RELAY,NULL,MOUNT,SLIDE IN HOUSING,NULL,NULL,CONTROLLED_CONCEPT,Completed,Yvette Apolles,GX,3400,Koeberg Power Station,40:03.9,Yvette Apolles,30:25.3,TMA NSA.pdf,RELAY:DEFINITE TIME OVER CURRENT;125 VDC,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,RELAY: TYPE: DEFINITE TIME OVER CURRENT; COIL VOLTAGE: 125 VDC; CONTACT ARRANGEMENT: 2 REVERSERS; CONTACT RATING: 5 AMPS; ACTION: 2SPDT; TERMINAL: 17 PIN; MOUNT: SLIDE IN HOUSING; ENCLOSURE RATING: TROPIC 2 PITCH; SUPPL P/N: TMA 222-2 HIGH STEP ( 8 TO 63A & 0.02 TO 0.13 S) LOW STEP: 3 TO 5A & 6 TO 60 S; THE CLASSIFICATION IS 293/88Q FOR NON -SAFETY FUNCTION RELAYS OF  1/2 LGA /LGD 001TB & 9 LGE/F 001TB. ENGRAVE NSF IN CAPITAL LETTERS ON THE FRONT AND REAR OF THE PROTECTION RELAY FOR CLEAR IDENTIFICATION,GENERATION,Koeberg Power Station,NUCLEAR,4
M-REQ-000130124,Creation Request,M000299988,745853,"MODULE, ELECTRONIC",NULL,TYPE,FRM-00,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,58:51.1,Jabu Mchunu,23:13.4,NULL,"MOD, ELEC:FRM-00;400 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: FRM-00; VOLTAGE: 400 V; MANUF P/N: 6911330000- UPS 2-DT58-2615-L15-1872; STATION 1 C&I UPS 2 -  UPS 2 - 01 BRS 20 - 60KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000107761,Creation Request,M000291312,737177,STAMP,NULL,SIZE,LG 41 X WD 24 MM,NULL,NULL,CONTROLLED_CONCEPT,Completed,ZANDILE MAHLANGU,DX,5515,Middelburg Maintenance Warehou,25:28.1,ZANDILE MAHLANGU,30:23.1,Material DCF - STAMP Self inker 5200 C.pdf,STAMP:SELF INKER 5200 C;LG 41 X WD 24 MM,NON-STOCK MATERIAL,G/Serv Stationery,NULL,System Process,NULL,Distribution (DX),NULL,NULL,NULL,-,NULL,NULL,STAMP: TYPE: SELF INKER 5200 C; SIZE: LG 41 X WD 24 MM; TITLE: CUSTOM TEXT; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).,DISTRIBUTION,Middelburg Maintenance Warehou,DISTRIBUTION,4
M-REQ-000116055,Creation Request,M000293134,738999,"JOINT, EXPANSION",NULL,SIZE,WD 1200 X LG 1308 X HT 60 X THK 5.5 - 6MM,NULL,NULL,CONTROLLED_CONCEPT,Completed,Yvette Apolles,ESK,ESK,Eskom,23:23.4,Yvette Apolles,36:24.3,NSA KBA2865.pdf,JOINT EXPSN:BELOWS WITH ONE CUFF;LG 60,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"JOINT, EXPANSION: TYPE: BELOWS WITH ONE CUFF; SIZE: WD 1200 X LG 1308 X HT 60 X THK 5.5 - 6MM; LENGTH: 60 MM; CONNECTION: DELTA; MATERIAL: RUBBER EPDM 60 +/-5; SUPPL P/N: KBA2865",GENERATION,Koeberg Power Station,NUCLEAR,4
M-REQ-000127899,Creation Request,M000299279,745144,"SIGN, SAFETY",NULL,COLOR,WHITE; GREEN; BLACK,NULL,NULL,CONTROLLED_CONCEPT,Completed,Louis Hattingh,ESK,ESK,Eskom,25:28.0,Louis Hattingh,51:45.9,NULL,SIGN SFTY:GENTS TOILET;INDICATION;SQUARE,NON-STOCK MATERIAL,T/S MRO Sgn & Lbl,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,"SIGN, SAFETY: DISPLAY: GENTS TOILET; TYPE: INDICATION; DIMENSIONS: WD 190 X LG 190 X THK 3 MM; MATERIAL: ALUMINIUM; COLOR: WHITE; GREEN; BLACK; SHAPE: SQUARE; INSCRIPTION COLOR: BLACK; COMPOSITE;WHITE S/S(0.3MM SKIN); BLUE SQUARE WITH MAN IN WHITE",UNCATEGORISED,Western Region,DISTRIBUTION,4
M-REQ-000122009,Creation Request,M000298962,744827,"MODULE, ELECTRONIC",NULL,TYPE,CUX BOARD(CUX-00) AND CANIF BOARD(CANIF-00),NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,37:46.0,Jabu Mchunu,11:41.4,NULL,"MOD, ELEC:220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: CUX BOARD(CUX-00) AND CANIF BOARD(CANIF-00); VOLTAGE: 220 V; MANUF P/N: 6911100000-6911080000-DUAL UPS 2-DT320876-L12-1349; SOUTH COAL STOCK YARD SUBSTATION - DUAL UPS 2 - 04 BRG 20  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000113548,Creation Request,M000292137,738002,BOTTLE,NULL,TYPE,TUKEL WATER,NULL,NULL,CONTROLLED_CONCEPT,Completed,MOHAMED BHORAT,GX,3260,Majuba Power Station,54:10.1,MOHAMED BHORAT,01:39.5,DCF WATER BOTTLE.pdf,BOTTLE:TUKEL WATER;650 ML;AL;YAG LASER,NON-STOCK MATERIAL,T/S MRO Consumables,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"BOTTLE: TYPE: TUKEL WATER; CAPACITY: 650 ML; MATERIAL: ALUMINIUM; STYLE: YAG LASER; COLOR: BLUE; SPECIFICATION: ISO & SMETA; SIZE 6.6 X 23 CM, SCRE ON LID. TPR MATERIAL CARRYING STRAPS IN MATCHING COLOR",GENERATION,Majuba Power Station,COAL FLEET,5
M-REQ-000122352,Creation Request,M000297976,743841,PLATE,NULL,DIMENSIONS,LG 380 X WD 250 X THK 90,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,05:32.1,Jabu Mchunu,21:05.2,NULL,PLATE:38977/135;CLAMOING;STAINLESS STEEL,SPARE PARTS,GX Plnt Blrs,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,PLATE: TYPE: CLAMOING; DIMENSIONS: LG 380 X WD 250 X THK 90 MM; MATERIAL: STAINLESS STEEL; OEM P/N: 38977/135,GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000121666,Creation Request,M000297776,743641,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,29:45.1,Jabu Mchunu,01:11.2,NULL,"MOD, ELEC:LION-03;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: LION-03; VOLTAGE: 220 V; MANUF P/N: 6911010003-DUAL UPS  2-DT320876-L12-2000; 10YR ASH DUMP SUBSTATION - DUAL UPS  2 - 06 BRF 20  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000108017,Creation Request,M000291367,737232,"SIGN, INFORMATIVE",NULL,TYPE,SAFETY,NULL,NULL,CONTROLLED_CONCEPT,Completed,Rollet Manenzhe,GX,3270,Matimba Power Station,41:41.2,Rollet Manenzhe,20:25.7,SIGN_INFORMATIVE.pdf,SIGN INFMTV:SAFETY;SAFETY RISK;SQUARE;30,NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"SIGN, INFORMATIVE: TYPE: SAFETY; DISPLAY: SAFETY RISK; DIMENSIONS: WD 200 x LG 200 MM; SHAPE: SQUARE; MATERIAL: PLASTIC OR FIBER; INSCRIPTION HEIGHT: 30 MM; HEIGHT:30M; SHAPE: SQUARE OR TRIANGLE",GENERATION,Matimba Power Station,COAL FLEET,4
